gene,GABAergic.LGN_Inh_CTXN3,GABAergic.LGN_Inh_LAMP5,GABAergic.LGN_Inh_NTRK1,GABAergic.LGN_Inh_TRPC4,Glutamatergic.LGN_Exc_BTNL9,Glutamatergic.LGN_Exc_PRKCG_BCHE,Glutamatergic.LGN_Exc_PRKCG_GRB14,Non-Neuronal.Astro_CPAMD8,Non-Neuronal.Astro_LGR6,Non-Neuronal.Micro_C1QB,Non-Neuronal.OPC_PDGFRA,Non-Neuronal.Oligo_MAG
ENSG00000175164,0.0,0.0,0.02445520581113801,0.0,0.0,0.0,0.8909588815221499,0.0,0.0,0.0,0.0,0.0
ENSG00000159842,0.0,0.08436213991769548,0.0,0.12048404068747808,0.0,0.0,0.1815608572583906,0.34170321522227737,0.23646492823267304,0.19957983193277312,0.0,0.0
ENSG00000174429,0.0,0.0,0.8664669544311643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000146386,0.0,0.5059890596410193,0.0,0.0,0.105955977557186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114626,0.0,0.0,0.0,0.0,0.1441519205869659,0.03855547801814376,0.4497898291424695,0.0,0.0,0.0,0.04144265232974911,0.0
ENSG00000166016,0.0,0.0,0.2905894952835504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2235450016323967,0.6316729634710727
ENSG00000060971,0.0,0.0,0.0,0.0,0.06269487750556793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000167315,0.0,0.0,0.0,0.0,0.06225722917565817,0.21729447350064696,0.0,0.0,0.0,0.06839080459770115,0.0,0.0
ENSG00000278540,0.0,0.0,0.0,0.0,0.18752783964365252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000076555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5115890771891239,0.5265987994273414,0.0,0.0,0.0
ENSG00000151498,0.0,0.0,0.0,0.0,0.026327147173068624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115361,0.10171790235081374,0.5474829660104193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6699554767423247,0.0
ENSG00000117054,0.0,0.0,0.0,0.0,0.0,0.02451151430565248,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15299402827893727,0.2387157140221344,0.0,0.0,0.0
ENSG00000072778,0.0,0.0,0.0,0.0,0.13507795100222714,0.1835310537334264,0.034573392640517585,0.10036284470246734,0.001971090670170828,0.0,0.0,0.0
ENSG00000157766,0.0,0.0,0.4700333174101486,0.4053174122751467,0.0,0.0,0.0,0.0,0.0,0.0,0.3604226950412188,0.0
ENSG00000114331,0.0,0.0,0.07174053704302814,0.0,0.12093541202672604,0.0,0.0,0.05406386066763425,0.02521353482260184,0.029411764705882356,0.0,0.0
ENSG00000131584,0.01824870167339873,0.0,0.0,0.0,0.0,0.0,0.20305624310088494,0.0050798258345428155,0.0233245729303548,0.0,0.4195480103871224,0.0
ENSG00000075239,0.0,0.03208590534979424,0.00024263992235522486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000120437,0.16914777948750828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182827,0.009088286208886324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31344743525501256,0.0,0.0,0.0
ENSG00000107897,0.0,0.026877572016460904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000230124,0.14389786497403348,0.0,0.16766418634746036,0.0,0.04966592427616927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000176244,0.0,0.0,0.0,0.0,0.16271040138109624,0.0,0.0,0.03290119819288941,0.3363950597552307,0.0,0.0,0.0
ENSG00000224353,0.008250452079566003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5601988407822255,0.0,0.0
ENSG00000177076,0.0,0.0,0.0,0.04294032023289665,0.07542080276219247,0.011848341232227487,0.005157170923379175,0.0,0.0,0.0,0.0,0.0
ENSG00000078124,0.0,0.0,0.0,0.0,0.09621380846325167,0.0,0.0,0.0,0.0,0.0,0.1661486752706498,0.22742965707624516
ENSG00000087085,0.0,0.0,0.14560118691851606,0.05357769203788144,0.07822615451014242,0.0,0.0,0.0,0.0,0.0,0.08670824724005173,0.0
ENSG00000100813,0.08374206578188112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06019163763066202
ENSG00000213088,0.2619628665104335,0.0,0.04815122597907372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8080270858974512,0.11540256709451575,0.0,0.0,0.0
ENSG00000131473,0.1641661858049625,0.07928240740740741,0.15334843092850212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153086,0.0,0.0,0.0,0.10534934497816592,0.16853690116529996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000122729,0.0,0.0,0.04318990617923002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4577630387260223,0.6208703934625065,0.0,0.2544374686950505,0.0
ENSG00000119673,0.0,0.09454031141951363,0.22533141205859705,0.0,0.0,0.0,0.0,0.15633751641745772,0.09989374050296164,0.0,0.0,0.0
ENSG00000205669,0.0,0.0,0.051706156199792734,0.0,0.0,0.0,0.3594646621306725,0.19968389715094112,0.0,0.0,0.0,0.0
ENSG00000097021,0.0,0.07291666666666667,0.0,0.0,0.03741648106904232,0.08321702721563154,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000101473,0.0,0.0,0.11749459298768665,0.0,0.0,0.0,0.0,0.19695369961459813,0.2161978151292278,0.0,0.0,0.0
ENSG00000123130,0.0,0.0,0.0029925590423811065,0.0,0.003776435045317221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168306,0.0,0.0,0.0,0.0,0.0,0.0,0.2616325488745621,0.0,0.5330979981462654,0.0,0.0,0.0
ENSG00000087008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0915820029027576,0.0,0.0,0.3046111661416275,0.0
ENSG00000153093,0.0,0.22842480420949585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143727,0.0,0.12493569958847735,0.0,0.0,0.0,0.08469993021632938,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22465288498243435,0.21127084872259755,0.0,0.0,0.0
ENSG00000103740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13048594422898474,0.6525300347785509,0.0,0.0,0.4870978417468994
ENSG00000167107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6891248554729623,0.0,0.2065040628833356,0.0
ENSG00000151726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07635258701181621,0.0,0.4934057337614418
ENSG00000123983,0.0,0.04057355967078189,0.0,0.0,0.18062360801781735,0.20830425680390788,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000068366,0.16301211771494514,0.0,0.03599158848269168,0.0,0.030289532293986638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164398,0.0,0.0,0.0,0.0,0.1888641425389755,0.026430565247732032,0.0,0.0,0.2018831222386188,0.0,0.0,0.0
ENSG00000005187,0.0,0.0,0.2879688488985631,0.0,0.0,0.0,0.0,0.5330558048594184,0.0,0.0,0.0,0.0
ENSG00000183549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7256885607017893,0.6029872069845031,0.0
ENSG00000260762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0485655737704918,0.0,0.08562653562653562,0.8535699919327194,0.0
ENSG00000154930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4440522268149921,0.6020849738194605,0.11000123882476824,0.2270972231277808,0.2874222336532956
ENSG00000131069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3520966031187085
ENSG00000111058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36316259619548175,0.5693919643070351,0.0,0.03674904132935663,0.0
ENSG00000107796,0.0,0.0,0.0,0.12954876273653565,0.2039274924471299,0.0,0.0,0.0,0.0,0.0,0.03897849462365592,0.0
ENSG00000075624,0.0,0.15882201646090535,0.0,0.0,0.0,0.0,0.0,0.07300435413642961,0.0,0.21405808300331627,0.0,0.19581881533101045
ENSG00000169067,0.0,0.0,0.0,0.2482558139534884,0.0,0.0,0.0,0.0,0.0,0.8121139027868017,0.0,0.0
ENSG00000229145,0.0,0.2755374397002813,0.0,0.0,0.0,0.0,0.0,0.123405467790456,0.0,0.3196752305372995,0.0,0.16949302650607087
ENSG00000188460,0.0,0.11870733924597815,0.0,0.17203048569929225,0.0,0.0,0.0,0.11304843084536867,0.0759796420296944,0.03144963144963145,0.09047604245797744,0.2137363757242825
ENSG00000213763,0.0,0.1435850637077902,0.0,0.23616261396110164,0.0,0.0,0.0,0.050798258345428164,0.0013961892247043365,0.3680562942226228,0.0,0.2461721002009065
ENSG00000220267,0.0,0.015321955003878975,0.0,0.0,0.0,0.0,0.0,0.6782359337604323,0.0,0.013267813267813268,0.0,0.10991179201485607
ENSG00000266920,0.0,0.24230560025157474,0.0,0.06847545219638243,0.0,0.0,0.0,0.0,0.0,0.4655589552039856,0.0,0.0982504796197982
ENSG00000159251,0.0,0.8442187928065891,0.2649339682574497,0.4099204958314371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184009,0.0,0.22688248059713886,0.0,0.0,0.0,0.0,0.0,0.13147085881656326,0.0,0.0026050420168067232,0.0,0.09912891986062718
ENSG00000229465,0.0,0.8496748883696111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3217590392938789
ENSG00000237999,0.0,0.4042417143925045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.554977820555032,0.0,0.4087205259881844
ENSG00000232672,0.0,0.2307036909334125,0.0,0.0,0.0,0.0,0.0,0.14405747347057027,0.0,0.2367731680206325,0.0,0.2191254360188093
ENSG00000271615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421529628271845,0.0,0.0
ENSG00000230362,0.0,0.2475395240512472,0.0,0.0,0.0,0.0,0.0,0.19317595988466385,0.0,0.2569849872791049,0.0,0.18672298714308744
ENSG00000163017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4724546058583451,0.0,0.0
ENSG00000077080,0.0,0.19973690651003428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000181786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953664815873643,0.0,0.0,0.0,0.0
ENSG00000072110,0.4322239377014242,0.0,0.4047964251457578,0.0,0.0,0.4395931194946596,0.0,0.06545718432510886,0.0,0.0,0.0,0.0
ENSG00000077522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7712791727059948
ENSG00000130402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09042378449408672,0.0,0.0,0.3889759707109116
ENSG00000131966,0.009593190998268898,0.15367798353909465,0.0,0.0,0.0,0.005321004884856944,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138071,0.0,0.03954475308641976,0.0,0.06602946334619432,0.1665924276169265,0.14933705512909978,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000133627,0.08193883439122908,0.03022119341563786,0.07279197670656745,0.0,0.0,0.00628053035589672,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000260327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8591625674715747,0.0,0.0,0.0,0.0
ENSG00000106526,0.16784477784189267,0.0,0.0,0.0993511048754823,0.0,0.0,0.03619086130206228,0.05783744557329463,0.0,0.0,0.010119301235619941,0.0
ENSG00000075089,0.0,0.03356481481481482,0.0,0.0,0.0,0.19258979347042168,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000115170,0.0,0.21259549339482708,0.11670980265286315,0.0,0.0,0.0943824145150035,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135503,0.2674895442772085,0.0,0.3036236080212684,0.0,0.0,0.0,0.029114435907804288,0.0,0.0,0.0,0.0,0.0
ENSG00000123612,0.002599457504520796,0.0,0.0,0.10484249145999816,0.0,0.3307610907499089,0.034067697794201754,0.0,0.09406487809291036,0.0,0.0,0.3336658877364724
ENSG00000121989,0.3379630740722577,0.0,0.15569395017793594,0.03919677306208348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000243989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6580149263904445,0.0,0.3690262751555631
ENSG00000132744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8903446203759282,0.0,0.0
ENSG00000170634,0.0,0.0,0.0,0.0,0.0955456570155902,0.01927773900907188,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000137845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.096218487394958,0.0,0.4012532814776838
