gene,Cerebrum-Astrocytes,Cerebrum-Excitatory_neurons,Cerebrum-Inhibitory_neurons,Cerebrum-Limbic_system_neurons,Cerebrum-Megakaryocytes,Cerebrum-Microglia,Cerebrum-Oligodendrocytes,Cerebrum-SKOR2_NPSR1_positive_cells,Cerebrum-Vascular_endothelial_cells
ENSG00000004838,0.8285853822297604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004848,0.0008162659542891067,0.0,0.9004754923110679,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000004864,0.0386908333639238,0.0,0.0,0.0,0.0,0.5681568323308932,0.0,0.0,0.0006805651274982771
ENSG00000004866,0.0,0.14061216250704542,0.45197443628823547,0.40924558397004773,0.0,0.0,0.0,0.3559709714605928,0.0
ENSG00000004897,0.0,0.0,0.0,0.1701940819136693,0.0,5.989817310572028e-05,0.0,0.14823158340803647,0.0783514617641137
ENSG00000005007,0.0,0.0,0.0,0.0,0.008729679803038036,0.0,0.0,0.0,0.3386249028377876
ENSG00000005020,0.0,0.0,0.0,0.0,0.08819639374968406,0.7256054050989794,0.0,0.0,0.0
ENSG00000005022,0.0,0.0,0.0,0.0,0.014649466806854208,0.0,0.0,0.0,0.6291364448864487
ENSG00000005059,0.0,0.002872215709261431,0.0,0.0,0.0,0.6007492905747329,0.0,0.0,0.0
ENSG00000005075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45155163644718177
ENSG00000005100,0.0,0.0,0.0,0.08614269596882995,0.0,0.0,0.0,0.07241437624957725,0.05893052096270117
ENSG00000005108,0.18146612237219845,0.0,0.2334604191120074,0.003296430877595038,0.0,0.0,0.0,0.5889581786536675,0.0
ENSG00000005175,0.0,0.0,0.0,0.12312169305345955,0.0,0.0,0.0,0.08783740050309133,0.0
ENSG00000005206,0.22796584712720575,0.0,0.0,0.021175453924177485,0.0,0.0,0.0,0.0019270932219479782,0.0052714311029655085
ENSG00000005238,0.0,0.0,0.0,0.3103252869948906,0.03838074681347766,0.0,0.0,0.0,0.007696629083759868
ENSG00000005243,0.0,0.0,0.0,0.0,0.0,0.2786207243381678,0.0,0.0,0.6074650803192471
ENSG00000005249,0.0,0.3265835748913359,0.3967152362470217,0.4390041403409148,0.47244885705082773,0.0,0.0,0.4031695693754531,0.0
ENSG00000005339,0.11076652243166421,0.0,0.0,0.028079028781613197,0.0,0.05887722790756385,0.0,0.0,0.11288286995554339
ENSG00000005379,0.03004618578613849,0.0,0.09845798752182325,0.3649486858175856,0.0,0.0,0.4300491122136048,0.0,0.0
ENSG00000005421,0.5832014663635212,0.0,0.0,0.0,0.0,0.0,0.49663309225990365,0.0,0.09015594543975394
ENSG00000005436,0.1789029923452033,0.0,0.0005336617405582923,0.0,0.0,0.0,0.009116393521127796,0.059272260673318686,0.0
ENSG00000005448,0.012732009374906738,0.0,0.0,0.07548832683811811,0.0,0.0,0.0,0.0,0.06100395432805884
ENSG00000005469,0.3557716139791654,0.0,0.0,0.16591156747528296,0.0030159521435692916,0.0,0.0,0.0,0.0
ENSG00000005471,0.0,0.0,0.0,0.09264021998792067,0.0,0.08015987909315077,0.0,0.0,0.5920873838994603
ENSG00000005483,0.0,0.06199422188264837,0.04696456733769054,0.22075221422455135,0.0,0.0,0.0,0.0,0.038706088245140005
ENSG00000005486,0.0983635623046509,0.0,0.0,0.2927685530986199,0.0,0.0,0.0,0.0,0.020464358451672257
ENSG00000005513,0.3314253421299934,0.0,0.0,0.0,0.0,0.0,0.9016242158151844,0.0,0.0
ENSG00000005700,0.0,0.0,0.0,0.2831635957123873,0.0,0.1506782721194682,0.0,0.22248320425453133,0.0
ENSG00000005801,0.0,0.02661144978914091,0.0,0.10833808593644165,0.0,0.0,0.0,0.0,0.014013393922663772
ENSG00000005810,0.0,0.0,0.20092581474174814,0.3284866508633854,0.0,0.2796180447194934,0.0,0.13407245325657355,0.0
ENSG00000005812,0.0,0.0,0.0,0.1691140037975621,0.0,0.0,0.0,0.25123065288072505,0.001232394366197183
ENSG00000005844,0.0,0.0,0.0,0.0,0.0,0.8609718283329745,0.0,0.0,0.0
ENSG00000005882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42037209442764867
ENSG00000005884,0.0,0.0,0.12510626790643475,0.7460783894760701,0.0,0.0,0.0,0.2791110722793365,0.0
ENSG00000005889,0.00322215941209723,0.0,0.0,0.0,0.0,0.26943758427704817,0.0,0.0,0.003951682107804674
ENSG00000005893,0.22371608989875638,0.0,0.0,0.0,0.0,0.37813696757995385,0.0,0.0,0.17241365677214035
ENSG00000005955,0.0,0.0,0.0,0.09990605022250483,0.0,0.0029408264360006623,0.0,0.0,0.11888836856100019
ENSG00000005961,0.0,0.0,0.0,0.30507198912331923,0.8601022592197802,0.0,0.0,0.035700850076768764,0.0
ENSG00000006007,0.0,0.0,0.0,0.04092368841022432,0.0,0.0,0.0,0.0014124783362218373,0.20279211576341946
ENSG00000006015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28076636314185166
ENSG00000006016,0.0,0.0,0.08598538069552723,0.5475297930016527,0.0,0.0,0.0,0.4001562623652565,0.0
ENSG00000006042,0.6216813347305544,0.09862415084084926,0.0,0.0,0.0,0.0,0.0014729950900163667,0.0,0.004177032811226685
ENSG00000006047,0.0,0.030675203725261935,0.0,0.6602846791676757,0.0,0.0,0.0,0.40305700385459176,0.0
ENSG00000006062,0.0,0.0,0.0,0.16687819121969355,0.0,0.32810294782974275,0.0,0.0,0.0
ENSG00000006071,0.0,0.0,0.0,0.7327552615991555,0.0,0.0,0.0,0.8184706007596227,0.0
ENSG00000006075,0.0,0.0,0.0,0.0,0.0,0.9214918872123696,0.0,0.0,0.0
ENSG00000006114,0.0,0.0,0.0,0.1418122775828749,0.0,0.23675710813388068,0.0,0.0,0.0
ENSG00000006116,0.0,0.6932866040501363,0.7602205904586188,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006118,0.0,0.5037070593179499,0.3150585311879353,0.24189616381267198,0.0,0.0,0.0,0.0,0.01744871466931925
ENSG00000006125,0.0,0.0,0.0,0.32173273980168754,0.0,0.0,0.0,0.34161196487636036,0.023641085937846754
ENSG00000006128,0.0,0.0,0.930666413805789,0.32071803753698536,0.0,0.0,0.0,0.25683266577946173,0.0
ENSG00000006194,0.0,0.0,0.0,0.0,0.0,0.41652102217633535,0.0,0.0,0.22209265345862872
ENSG00000006210,0.00125250501002004,0.0,0.19669128669657954,0.0,0.0,0.0,0.0,0.06359527525693001,0.49463098788296067
ENSG00000006282,0.0,0.0,0.0,0.1344201350924848,0.0,0.026764253058830213,0.0,0.0,0.4489656143325377
ENSG00000006283,0.0,0.0,0.0,0.8160726945341892,0.0,0.0,0.0,0.8154679025914111,0.0
ENSG00000006327,0.0,0.0,0.0,0.0,0.0,0.3286325540411132,0.0,0.0,0.544475694618173
ENSG00000006377,0.0,0.0,0.9470392354173255,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006432,0.0,5.903187721369539e-05,0.2732619286776127,0.6274169567166386,0.0,0.0,0.0,0.5246303963195316,0.0
ENSG00000006451,0.0,0.0,0.0,0.30183197694653907,0.0,0.0,0.0,0.2061639608219649,0.07093886871254154
ENSG00000006453,0.0,0.0,0.0,0.3093238248622078,0.0,0.0,0.0,0.4550140400042867,0.02690081494204909
ENSG00000006459,0.0,0.0,0.0,0.0,0.0,0.5006442088889307,0.0,0.0,0.3726839247436196
ENSG00000006468,0.5979280516512805,0.0,0.0,0.0,0.0,0.0,0.6724884251784152,0.0,0.0
ENSG00000006530,0.007058314087759815,0.0,0.012669068445385376,0.04997440457638912,0.0,0.010441876868167001,0.0,0.04017995627126647,0.0
ENSG00000006534,0.0,0.0,0.0,0.0,0.0,0.8336279923286993,0.0,0.0,0.0
ENSG00000006576,0.004291593180482069,0.11688690947511889,0.0659772890864734,0.3208431132599009,0.034539354529581304,0.0,0.00468509984639017,0.0,0.0
ENSG00000006607,0.0,0.0,0.0,0.20811001763188827,0.0,0.0,0.6536814962102444,0.0,0.0
ENSG00000006611,0.7988647583600148,0.0,0.0,0.0005624474348191758,0.0,0.0,0.0,0.0,0.0
ENSG00000006634,0.10077328623319412,0.011296605453533667,0.0,0.0,0.0,0.027812209380443615,0.3084038722665247,0.0,0.0
ENSG00000006638,0.0,0.0,0.0,0.0,0.5866207823444658,0.0,0.0,0.0,0.7328284940322842
ENSG00000006652,0.0,0.0,0.0,0.14693378550043013,0.48806939415141726,0.43159603249565226,0.0,0.0,0.0
ENSG00000006695,0.0,0.0,0.0,0.10972418344963461,0.0,0.04203613747267036,0.0,0.06990285530018199,0.0
ENSG00000006704,0.0,0.017497912274280762,0.16738457785822544,0.3780227463315544,0.0,0.0,0.0,0.46683712974679653,0.0
ENSG00000006712,0.0,0.0,0.0,0.0021814550042052144,0.0,0.0,0.0,0.0,0.3036996474078226
ENSG00000006715,0.00029484792054624453,0.0,0.0,0.25868910419917734,0.0,0.1910571074101331,0.0,0.04151822412239133,0.0
ENSG00000006740,0.0,0.31364638623142815,0.3361702971127948,0.6211591706491293,0.0,0.0,0.0,0.13781207847169022,0.0
ENSG00000006744,0.0,0.0,0.0,0.009699978646166988,0.0,0.0,0.0,0.0,0.3431523175187106
ENSG00000006747,0.0,0.0,0.0,0.0,0.0,0.884022513305483,0.0,0.0,0.0
ENSG00000006756,0.02657490313468505,0.0,0.0,0.026418161278844877,7.477567298105683e-05,0.0,0.0,0.0,0.27987589797771767
ENSG00000006831,0.0,0.0,0.0,0.011355122266995882,0.0,0.11386336032439155,0.0,0.0,0.30040446287457
ENSG00000006837,0.09765760051289833,0.0,0.0419222178562173,0.3170364578371242,0.0,0.0,0.0,0.1629003142039851,0.0
ENSG00000007001,0.0015828151498021481,0.45551676537511543,0.5326542051634842,0.32823895538260073,0.0,0.0,0.0,0.0,0.0
ENSG00000007038,0.0,0.0,0.06928096119761994,0.05708646997966675,0.9542688534655198,0.0,0.0,0.12047272022652974,0.0
ENSG00000007047,0.0,0.0,0.0,0.38256470101232554,0.0,0.0,0.0,0.10313758717793083,0.0072885536295573
ENSG00000007062,0.0012846420323325634,0.0,0.0,0.0,0.0,0.0,0.840456762836706,0.0,0.4033052589487527
ENSG00000007080,0.0,0.0,0.0,0.06387220979139697,0.0,0.0,0.0,0.0,0.41872780681056004
ENSG00000007129,0.0,0.0,0.0,0.0,0.0,0.8723454808813624,0.0,0.0,0.020940320884294376
ENSG00000007168,0.0,0.0,0.0,0.3325622740425482,0.0,0.0,0.0,0.2779108383187553,0.0
ENSG00000007171,0.0,0.0,0.0,0.29057549807358674,0.0,0.0,0.0,0.0,0.6294570038222889
ENSG00000007174,0.875203473658728,0.0,0.0012737771739130435,0.01849246566131038,0.0,0.0,0.0,0.0,0.0
ENSG00000007202,0.0,0.0,0.0,0.07939056703827731,0.003633405639913232,0.0,0.0,0.0043511666417102995,0.1634454805900497
ENSG00000007237,0.3113680442788554,0.49299203767417055,0.0,0.0,0.0,0.5286432607481094,0.0,0.0,0.0
ENSG00000007264,0.0,0.0902883018919248,0.0,0.13285388143068905,0.0,0.23509966297549392,0.0,0.0,0.0
ENSG00000007312,0.0,0.0,0.0,0.0,0.0,0.0,0.0095906432748538,0.0,0.7845503309957478
ENSG00000007341,0.006524249422632794,0.0,0.0009107142857142857,0.17029137290922902,0.0,0.0,0.0,0.24178803550979439,0.0
ENSG00000007372,0.556605763300222,0.43693237348863245,0.2360076519422835,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007384,0.0611373918173148,0.0,0.0,0.0,0.0,0.0,0.3886450817748449,0.0,0.7248299016543276
ENSG00000007392,0.0,0.0,0.004035714285714286,0.23582148419347707,0.0,0.0,0.0,0.13950855556684286,0.0
ENSG00000007402,0.0,0.0,0.6779151843723086,0.45578065065355294,0.0,0.0,0.0,0.48350579464284005,0.0
ENSG00000007516,0.39266422788893196,0.0,0.44911594507858804,0.3028652586741455,0.0,0.0,0.0,0.0,0.0
ENSG00000007520,0.0,0.0,0.0,0.010176870292621145,0.06819575706862264,0.0,0.0,0.0,0.42393779155742345
ENSG00000007541,0.010535083356944601,0.0,0.0,0.2691485515997137,0.0,0.0,0.0,0.0,0.012474790828830037
ENSG00000007545,0.0,0.0,0.0,0.14962808758037624,0.0,0.0,0.0,0.0,0.12222810966794162
ENSG00000007866,0.743453246875338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38496581215630343
ENSG00000007908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7611718779609825
ENSG00000007944,0.0,0.0,0.0,0.0,0.0,0.5995691890906922,0.0,0.0,0.0
ENSG00000008018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4675298337000154
ENSG00000008056,0.0,0.0,0.3173411810256072,0.5971600610118142,0.0,0.0,0.0,0.006429515298719893,0.0
ENSG00000008083,0.0,0.0,0.0,0.3025144205206881,0.09444502885584898,0.04067081497618181,0.0,0.29925100904942703,0.0
ENSG00000008086,0.0,0.56399319000483,0.09426761397607977,0.5142373248804232,0.0,0.0,0.0,0.0,0.0
ENSG00000008118,0.0,0.0,0.726321686146569,0.3060184563510843,0.0,0.0,0.0,0.002677794568851033,0.0
ENSG00000008196,0.0037326094333220232,0.0,0.9321287475584283,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008197,0.0,0.0025390625,0.9460203550701163,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008226,0.3348251627897224,0.0,0.0,0.0,0.0,0.49126553646959537,0.0,0.024052088865116495,0.0
ENSG00000008256,0.0,0.0,0.0,0.0,0.0,0.19053609568926827,0.0,0.0,0.6042942100587463
ENSG00000008277,0.0,0.0,0.5460352556969018,0.3710685901008127,0.0,0.0,0.18875366432393054,0.34458815452208996,0.0
ENSG00000008282,0.012140847915569325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6849309329336106
ENSG00000008283,0.0,0.0,0.0,0.5371869215103382,0.0,0.0,0.0,0.001395147313691508,0.437049819233858
ENSG00000008294,0.21200566505321614,0.0,0.0,0.19143087561825972,0.0,0.0,0.0,0.08845567641288796,0.0004824259131633356
ENSG00000008300,0.0,0.5902367955796316,0.2239321921476039,0.27124254780484147,0.0,0.0,0.0,0.27620599986797534,0.0
ENSG00000008311,0.607818682175937,0.0,0.0,0.0,0.0,0.0,0.38635397822435613,0.7504018064411737,0.0
ENSG00000008324,0.0,0.0,0.0,0.45740003057083306,0.0,0.0,0.0,0.08277363253352761,0.0
ENSG00000008382,0.0,0.00274323335771763,0.02085074060007596,0.04796187893560025,0.5803589902410318,0.0,0.0,0.0,0.00937197499769067
ENSG00000008394,0.8374545036563712,0.04608464271893159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008405,0.0,0.0,0.0,0.20617629339859703,0.0,0.0,0.0,0.3004347542308639,0.03848255652276491
ENSG00000008441,0.5564920081649876,0.7502178325427813,0.0,0.0,0.08380069902156699,0.0,0.0,0.0,0.0
ENSG00000008513,0.0,0.2196533850143278,0.0,0.025770614006969304,0.0,0.44352038799328886,0.0,0.0,0.5195246864544362
ENSG00000008516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8715178190897633
ENSG00000008517,0.0,0.0,0.0,0.0,0.26358275668009556,0.0,0.0,0.0,0.8234404972434927
ENSG00000008710,0.0,0.008254156769596201,0.03620108046035597,0.3579816212690803,0.0,0.0,0.0,0.12754971744588428,0.0
ENSG00000008735,0.0,0.3150372938053085,0.0,0.531794126559275,0.0,0.0,0.0,0.1613227541322544,0.0
ENSG00000008838,0.0,0.0,0.0,0.19098705825888207,0.0,0.0,0.0,0.11093988943016456,0.0008287764866712234
ENSG00000008853,0.0,0.0,0.0,0.22442567776863567,0.0,0.13968708356897047,0.0,0.0,0.0
ENSG00000008869,0.0,0.0,0.008303571428571428,0.32977756173433864,0.0,0.0,0.0,0.27101302676428046,0.0
ENSG00000008952,0.0,0.0,0.0,0.24776176745421274,0.0,0.0,0.0,0.04986902258362007,0.12929451116453897
ENSG00000008988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5756270623396118
ENSG00000009307,0.0,0.0,0.0,0.030114989591763775,0.0,0.0,0.0,0.0,0.39528444049354633
ENSG00000009335,0.0,0.0,0.0163160909731173,0.26314402465714803,0.0,0.0,0.0,0.20801287941268268,0.0
ENSG00000009413,0.0012241310770427834,0.0,0.024281213708176815,0.251243225638295,0.0,0.0,0.5689108172644086,0.0970177745460131,0.0
ENSG00000009694,0.0,0.0,0.520794532424652,0.7468544067046692,0.0,0.0,0.5025980486070767,0.0,0.0
ENSG00000009709,0.8615589958263221,0.0,0.6589495795841114,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000009780,0.0072376881408562615,0.0,0.0,0.1788369779693813,0.0,0.0,0.0,0.05082135350600055,0.0
ENSG00000009790,0.0,0.0,0.0,0.0,0.0,0.9480197934526216,0.0,0.0,0.0
ENSG00000009830,0.2608428724143109,0.0,0.0,0.22673455700746267,0.0,0.0,0.12193032259370011,0.0,0.0
ENSG00000009844,0.0,0.10939052957140363,0.0,0.15267492921075204,0.0,0.0,0.0,0.020429047526146733,0.0
ENSG00000009954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2549738897820665
ENSG00000010017,0.0,0.0,0.0,0.0,0.0,0.4838353660390732,0.0,0.0,0.0
ENSG00000010072,0.0,0.0,0.0,0.0,0.2792680545681299,0.0,0.0,0.0,0.46189050837703516
ENSG00000010219,0.022949862884960155,0.0,0.0,0.0,0.0,0.4084575167794594,0.054131016114039775,0.0,0.0011851978171896315
ENSG00000010244,0.0,0.0,0.0,0.10895706025653654,0.0,0.0025633828417576344,0.0,0.17650211481010186,0.0
ENSG00000010256,0.0,0.0,0.0,0.023847582683795172,0.0,0.0,0.0,0.0,0.4712824965325623
ENSG00000010270,0.0,0.0,0.0,0.22574136459417454,0.0,0.0,0.0,0.0030955366411595632,0.04996761305439732
ENSG00000010278,0.27147136837546004,0.0,0.0,0.0,0.6376621380971232,0.0,0.004436130411544629,0.0,0.4700103193044221
ENSG00000010292,0.06780939969942626,0.0,0.0,0.0,0.0,0.020166927153132386,0.015916183065285115,0.0,0.3342083840490112
ENSG00000010295,0.0,0.0,0.0,0.0,0.0,0.4507570427708611,0.0,0.0,0.1064250826306011
ENSG00000010319,0.0,0.0,0.0,0.0,0.0,0.0012398921832884099,0.0,0.0,0.9772285471804194
ENSG00000010322,0.0,0.0,0.0,0.24847008339064672,0.0,0.0,0.0,0.0037471532820588537,0.031100917469580592
ENSG00000010327,0.0,0.0,0.0,0.0,0.0,0.8006945876559646,0.0,0.0,0.4296721504971165
ENSG00000010379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7325573080439396
ENSG00000010404,0.0,0.005113288426209431,0.0,0.48359175139314947,0.0,0.0,0.0,0.3258971996963194,0.0
ENSG00000010438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047520457477607,0.04862134562588476
ENSG00000010610,0.0,0.0,0.0,0.0,0.0,0.9483160231053,0.0,0.0,0.011769648600805257
ENSG00000010626,0.37763102744127064,0.0,0.0,0.3375242514942406,0.0,0.0,0.0,0.0,0.0
ENSG00000010671,0.0,0.0,0.0,0.0,0.6887608668564253,0.684119563395234,0.0,0.0,0.0
ENSG00000010704,0.0,0.0,0.0,0.0,0.0,0.7451269824137443,0.0,0.0,0.011050113174638162
ENSG00000010803,0.0,0.0,0.10262682183758962,0.38075964878048724,0.0,0.0,0.0,0.5829120339103511,0.0
ENSG00000010810,0.18268791604204132,0.0,0.0,0.25837732102259414,0.03706660688822298,0.0,0.3871035782556517,0.3601222462402682,0.0
ENSG00000010818,0.0,0.7158922117136994,0.0,0.2812343425882299,0.0,0.0,0.0,0.0,0.0
ENSG00000010932,0.03729464890466523,0.06509297093388694,0.0,0.0,0.0,0.0,0.0,0.0,0.666375053096097
ENSG00000011007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2603083153996638
ENSG00000011009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4327174328904273
ENSG00000011021,0.0,0.0,0.0,0.23018067896040534,0.0,0.07817984925141622,0.0,0.0,0.0
ENSG00000011028,0.3286155731258522,0.0,0.0,0.0,0.0,0.5954281193960984,0.0,0.0,0.19570390884217095
ENSG00000011083,0.0,0.0,0.2677568378015883,0.9124869925124738,0.0,0.0,0.0,0.4835721106860448,0.0
ENSG00000011105,0.0,0.0,0.09053414519426532,0.0,0.08187115192998763,0.0,0.0,0.1981567843111749,0.5791305766009046
ENSG00000011114,0.00369515011547344,0.0,0.0,0.2885174359250054,0.04832194029516522,0.014570478851822943,0.0,0.0655794649186999,0.0
ENSG00000011198,0.0,0.0,0.0,0.44774651025335777,0.0,0.0,0.0,0.2468711360827595,0.0
ENSG00000011201,0.713414003712785,0.0,0.0,0.16836410891417788,0.0,0.5576261097866151,0.0,0.0,0.0
ENSG00000011243,2.826455624646693e-05,0.0,0.0,0.3095706876365347,0.0,0.0,0.0,0.15119752299919992,0.0
ENSG00000011258,0.0,0.004497663551401869,0.011410714285714288,0.006859595281530767,0.10881879073854939,0.10029948045767119,0.0,0.0,0.0
