gene,OPC,astrocytes,endothelial,fetal_quiescent,fetal_replicating,hybrid,microglia,neurons,oligodendrocytes
ENSG00000139154,0.0,0.0,0.0,0.0,0.07902298850574713,0.14682139253279516,0.0,0.0924170616113744,0.0
ENSG00000104964,0.0,0.0,0.0,0.199487916936344,0.0,0.0,0.0,0.15847156398104265,0.0
ENSG00000196526,0.06419939577039276,0.0,0.0,0.0,0.0,0.1473964567225175,0.0,0.20285297396987337,0.0
ENSG00000169129,0.5310728958519655,0.0,0.017082785808147174,0.0,0.0,0.3004052799256184,0.0,0.10928254437869822,0.0
ENSG00000144218,0.0,0.0,0.0,0.9053979646704138,0.0,0.0,0.0,0.0,0.0
ENSG00000183077,0.0,0.0,0.18777662143385915,0.0,0.0,0.0,0.0,0.0,0.3737877105702738
ENSG00000157985,0.009244992295839754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35271690415709545
ENSG00000162688,0.0,0.19720067785121165,0.0,0.0,0.0,0.034308779011099896,0.0,0.015550947867298577,0.0
ENSG00000204310,0.0,0.0,0.07917214191852825,0.0,0.0,0.0,0.0,0.0,0.75859773835977
ENSG00000135744,0.0,0.7990708797825721,0.0,0.0,0.0,0.014812575574365175,0.0,0.0,0.0
ENSG00000177674,0.0,0.5459001200415217,0.5211746638978838,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000168710,0.0,0.46503856973394336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000158467,0.0,0.42220511777664804,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135541,0.0,0.0,0.0,0.0,0.0,0.24495459132189706,0.0,0.3722498749986729,0.0
ENSG00000124942,0.0,0.5468095837336329,0.6160610094949053,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000126878,0.0,0.0,0.09062874622495792,0.0,0.0,0.0,0.0,0.0,0.7225500468453369
ENSG00000183773,0.0,0.9126019695057164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162433,0.0,0.5670544242356294,0.0,0.0,0.0,0.05108827085852479,0.0,0.0,0.0
ENSG00000154027,0.0,0.0,0.0,0.0,0.0,0.4140486339101614,0.0,0.4994686818347852,0.26796431068335663
ENSG00000023516,0.0,0.0,0.0,0.0,0.0,0.11478304742684158,0.0,0.14596157351580247,0.0
ENSG00000131016,0.0,0.015714285714285715,0.218643628252263,0.0,0.15086206896551724,0.0,0.0,0.0,0.0
ENSG00000170776,0.3473602317736434,0.014285714285714285,0.019736842105263157,0.0,0.0,0.0,0.10897795580488176,0.0,0.0
ENSG00000151320,0.0,0.0,0.0,0.0,0.0,0.12638748738647831,0.0,0.3500282005301399,0.013888888888888888
ENSG00000127914,0.0,0.0,0.0,0.21448520496996326,0.0,0.0,0.0,0.13255331753554503,0.0
ENSG00000187134,0.0,0.0,0.3033316285059952,0.2939348929757369,0.0,0.0,0.0,0.0873543495330772,0.0
ENSG00000117020,0.0,0.0,0.0,0.5410327440720764,0.0,0.0,0.0,0.0,0.0
ENSG00000170017,0.05431432973805855,0.0869047619047619,0.0,0.0,0.0,0.0,0.0,0.009626777251184835,0.2902448842630849
ENSG00000165092,0.0,0.5909737710241804,0.2679131356535733,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000184254,0.9060884948264296,0.0,0.0,0.0,0.0,0.0,0.0,0.11187130177514792,0.0
ENSG00000144908,0.0,0.9280361578207728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111275,0.0,0.4729607185222844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000112294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3727901261521074,0.0
ENSG00000164904,0.0,0.37428564650059315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000143149,0.0,0.2550515505846467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000149925,0.0,0.008095238095238095,0.0,0.0,0.0,0.0,0.0,0.28395963611624764,0.0
ENSG00000109107,0.0,0.5087210981189629,0.0,0.0,0.0,0.01564076690211907,0.0,0.2987122816119353,0.0
ENSG00000012779,0.1907345575959933,0.0,0.0,0.0,0.0,0.0,0.656098918328554,0.0,0.0
ENSG00000132965,0.44568181175096655,0.0,0.0,0.0,0.0,0.0,0.8351052320941894,0.0,0.0
ENSG00000198796,0.7853909164884005,0.0,0.0,0.0,0.0,0.0,0.49350685976244024,0.0,0.0
ENSG00000136383,0.0,0.0,0.08935611038107753,0.0,0.0,0.0,0.5074968953236445,0.0,0.0
ENSG00000162551,0.0,0.0,0.6000113097494117,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000156150,0.0,0.0,0.8761146561771808,0.02287581699346405,0.0,0.0,0.0,0.0,0.0
ENSG00000123505,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31242965855069105
ENSG00000125363,0.0,0.0,0.0,0.0,0.0,0.0,0.8802590485154446,0.0,0.0
ENSG00000126016,0.0,0.6011085904754173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000114019,0.0,0.0,0.0,0.007057949479940565,0.0,0.0,0.0,0.0,0.3064778547828729
ENSG00000116337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4596994267090935,0.0
ENSG00000133805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.804092909221905
ENSG00000078053,0.0,0.0,0.0,0.0,0.0,0.2954859573093132,0.0,0.5872693207566326,0.0
ENSG00000240038,0.0,0.027693611252330115,0.0,0.0,0.0,0.09189842805320435,0.0,0.20991399591631138,0.0
ENSG00000053900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20495350090202002,0.021701388888888888
ENSG00000089053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10234004739336493,0.1399427828602048
ENSG00000167772,0.0,0.6222408438860978,0.2263238811366275,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000029534,0.0,0.0,0.0,0.0,0.0,0.47613914970202054,0.0,0.49268625556757717,0.0
ENSG00000145362,0.0,0.0680952380952381,0.0,0.231956877455583,0.0,0.0,0.0,0.17135663507109006,0.0
ENSG00000151150,0.0,0.0,0.0,0.0,0.0,0.1273965691220989,0.0,0.22309760509268348,0.30433372256258096
ENSG00000166839,0.0,0.4755796644636502,0.0,0.0,0.0,0.27329032635924044,0.0,0.0,0.0
ENSG00000154122,0.0,0.0,0.0,0.0,0.0,0.13543170273696645,0.0,0.2485945156220356,0.0
ENSG00000101745,0.0,0.0,0.0,0.14455521472392638,0.0,0.1584258324924319,0.0,0.13210900473933648,0.0
ENSG00000187984,0.0,0.0,0.0,0.0,0.0,0.47855701087096975,0.0,0.20294833750171157,0.0
ENSG00000152766,0.0,0.0,0.0,0.0,0.0,0.0,0.8623410944262522,0.1186046511627907,0.0
ENSG00000107890,0.0,0.029285714285714286,0.0,0.0,0.0,0.18768920282542886,0.0,0.28023693177038056,0.0
ENSG00000180777,0.0,0.0,0.0,0.0,0.0,0.04511970534069982,0.0,0.7591338908841715,0.0
ENSG00000135976,0.0,0.0,0.0,0.03661838302992734,0.0,0.004036326942482341,0.0,0.12544431279620852,0.0
ENSG00000196912,0.0,0.0,0.0,0.09130837564608611,0.0,0.03203834510595358,0.0,0.1675059241706161,0.0
ENSG00000230006,0.0,0.0,0.0,0.0,0.0,0.3525595631773857,0.0,0.6367559381238399,0.0
ENSG00000154945,0.0,0.10738095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.15533297717375846
ENSG00000186106,0.0,0.0,0.0,0.18627046327859195,0.0,0.0,0.0,0.2098985875705212,0.0
ENSG00000151458,0.0,0.0,0.0,0.6871630334077119,0.0,0.0,0.0,0.0,0.0
ENSG00000185046,0.0,0.0,0.0,0.0,0.0,0.11755802219979819,0.0,0.23310209203847557,0.30749547120306775
ENSG00000011426,0.0,0.0,0.0,0.0,0.06859571269217712,0.0,0.0,0.0,0.7264348274320079
ENSG00000151572,0.0,0.0,0.0,0.0,0.0,0.2555873372375357,0.0,0.26749007391520324,0.2122747098516557
ENSG00000171714,0.0,0.04979047619047619,0.0,0.0,0.0,0.16230624827228057,0.0,0.425061133587613,0.0
ENSG00000143401,0.0,0.125,0.03837719298245614,0.0,0.15996168582375478,0.08779011099899092,0.0,0.005183649289099526,0.0
ENSG00000135046,0.0,0.0,0.9112631245899512,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000182718,0.0,0.0,0.6205178007893877,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000231991,0.0,0.0,0.6109887984671856,0.0,0.028735632183908046,0.0,0.0,0.0,0.0
ENSG00000216740,0.0,0.0,0.6545314681303862,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138772,0.0,0.0,0.9617507281227907,0.0,0.0,0.0,0.0,0.03604651162790698,0.0
ENSG00000164111,0.36940033594768884,0.0016666666666666668,0.20517497752265026,0.0,0.0,0.0,0.2902380178458219,0.0,0.13878308728856226
ENSG00000138279,0.0,0.0,0.0,0.0,0.0,0.11553985872855702,0.0,0.19749134159679183,0.0
ENSG00000136250,0.6668171231142496,0.0,0.0,0.0,0.0,0.0,0.5823316981087988,0.0,0.0
ENSG00000213983,0.0,0.0,0.0,0.0,0.0,0.22042870380063456,0.0,0.48544114125259685,0.0
ENSG00000182287,0.0,0.0,0.0,0.0,0.0,0.6227564258758658,0.0,0.4928449033407512,0.0
ENSG00000161203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2889571297162023,0.0
ENSG00000132842,0.0634313480865644,0.17784019657685138,0.0,0.0,0.0,0.0,0.0,0.0,0.023826979472140762
ENSG00000103723,0.0,0.0,0.0,0.2466025373332427,0.0,0.0,0.0,0.40381552674610494,0.0
ENSG00000065000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33159608260007667,0.0
ENSG00000070718,0.0,0.0,0.0,0.0,0.0,0.026488395560040363,0.0,0.3426799585067235,0.0
ENSG00000177879,0.0,0.0,0.0,0.1949785333460987,0.0,0.0,0.0,0.0,0.0
ENSG00000120868,0.0,0.0,0.0,0.0,0.0,0.0,0.0879390888905521,0.10278260747637341,0.0
ENSG00000034053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5066385121763427,0.0
ENSG00000166313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2810590944379137,0.16326683273033896
ENSG00000077420,0.30748473958909434,0.0,0.0,0.0,0.0,0.0,0.7853815768630388,0.0,0.0
ENSG00000163697,0.046610169491525424,0.0,0.04358552631578947,0.0,0.0,0.0,0.0,0.0,0.16313991051223775
ENSG00000134982,0.0,0.20238095238095238,0.0,0.07515337423312883,0.0,0.0,0.0,0.0,0.0
ENSG00000154856,0.41772568351035066,0.36530160989662774,0.0,0.0,0.0,0.06106408706166868,0.0,0.0,0.0
ENSG00000105290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06967385512773774,0.47340614119570545
ENSG00000084234,0.0,0.0,0.0,0.0,0.0,0.2151866801210898,0.0,0.22822867298578198,0.0
ENSG00000244509,0.9062831949615003,0.0,0.05683311432325887,0.0,0.0,0.0,0.16642492179981935,0.0,0.0
ENSG00000130208,0.0,0.2660311811557363,0.0,0.0,0.0,0.0,0.5058333563825387,0.0,0.0
ENSG00000189058,0.5391009262205996,0.0,0.23356415842497175,0.0,0.0,0.0,0.0,0.0,0.557516716933103
ENSG00000130203,0.0,0.8743493563957389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000128335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45060071834698384,0.0
ENSG00000128284,0.0,0.07195242412351326,0.7664980942728638,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000178878,0.0,0.0,0.7845099124775835,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000142192,0.0,0.0,0.0,0.0,0.0,0.20030272452068618,0.0,0.3101802840797555,0.05753402412917062
ENSG00000136044,0.026933049689904332,0.20753150313506186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000171885,0.0,0.7930257205874109,0.0,0.0,0.0,0.3591601926406583,0.0,0.0,0.0
ENSG00000047365,0.0,0.25145399084900866,0.0,0.0,0.0,0.04641775983854692,0.0,0.0,0.5225933192001185
ENSG00000143761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13803317535545023,0.0
ENSG00000134287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5479167868085343,0.0
ENSG00000168374,0.0,0.0,0.0,0.08780674846625768,0.0,0.0,0.0,0.0,0.02653997378768021
ENSG00000004059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4726675096444002,0.0
ENSG00000165527,0.0,0.0,0.0,0.3815196359024249,0.0,0.0,0.0,0.0,0.0
ENSG00000124198,0.0,0.0,0.09367167919799499,0.0,0.0,0.0,0.0,0.156511154266805,0.0
ENSG00000134884,0.0,0.14833333333333334,0.0,0.0,0.0,0.0,0.0,0.06561018957345971,0.0
ENSG00000198826,0.0,0.0,0.0,0.11601307189542484,0.7317821770131165,0.0,0.0,0.0,0.0
ENSG00000165322,0.3428116379623111,0.0,0.0,0.0,0.0,0.31513732418855556,0.0,0.06297060349420903,0.0
ENSG00000075884,0.5808341340682652,0.0,0.0,0.0,0.0,0.0,0.48396603723890536,0.0,0.0
ENSG00000107863,0.0,0.0,0.0,0.01687116564417178,0.0,0.0,0.0,0.14025473933649288,0.08158584534731324
ENSG00000275832,0.0,0.10686493814607695,0.0,0.0,0.0,0.0,0.0,0.0,0.33291892649436483
ENSG00000138639,0.010434056761268781,0.31834082358922217,0.0,0.0,0.0,0.09703748488512697,0.03680223419076896,0.0,0.0
ENSG00000163219,0.12020033388981637,0.0,0.0,0.0,0.0,0.0,0.9027543395434441,0.0,0.0
ENSG00000145819,0.0,0.24028951025249956,0.0,0.0,0.0,0.0,0.0,0.2550956707507963,0.0
ENSG00000137962,0.0,0.0014285714285714286,0.6399075661018678,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000031081,0.002086811352253756,0.4172443653618031,0.2710038803388966,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000134909,0.0,0.1965906456532791,0.0,0.0,0.0,0.0,0.0,0.007553317535545024,0.0
ENSG00000100852,0.0,0.16738095238095238,0.0,0.0,0.0,0.22956609485368315,0.0,0.01762440758293839,0.0
ENSG00000111348,0.28222178206615545,0.0,0.12808379152546281,0.0,0.0,0.0,0.7145359676299732,0.0,0.0
ENSG00000196914,0.0,0.15444073885782073,0.0,0.0,0.0,0.1546417759838547,0.0,0.12351895734597157,0.0
ENSG00000114790,0.0015408320493066256,0.4679286561599729,0.0,0.0,0.0,0.2462110628058817,0.0,0.0,0.0
ENSG00000243069,0.0,0.5941502440457666,0.0,0.0,0.0,0.26203024381961226,0.0,0.0,0.0
ENSG00000163947,0.0,0.0,0.0,0.0,0.0,0.35594694320451176,0.0,0.4756671532365243,0.0
ENSG00000136002,0.0,0.10324460260972716,0.0,0.0,0.0,0.0,0.0,0.38897558040099234,0.0
ENSG00000165801,0.0,0.25286412472462294,0.17372913549386682,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000129675,0.19386766850760512,0.4356270123707846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102606,0.0,0.0,0.0,0.0,0.0,0.01866801210898083,0.0,0.15139761350570682,0.0
ENSG00000131089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45370646663797354,0.0
ENSG00000189079,0.0,0.025476190476190475,0.0,0.034892638036809816,0.19013409961685823,0.0,0.0,0.0,0.0
ENSG00000150347,0.01694915254237288,0.0,0.09895833333333333,0.0,0.0,0.13597376387487387,0.10522852580894644,0.0173281990521327,0.2199696944073979
ENSG00000138175,0.0,0.0,0.0,0.3258855891198062,0.0,0.0,0.0,0.013033175355450236,0.0
ENSG00000122644,0.28898639489030253,0.0,0.18230082067484377,0.0,0.007183908045977011,0.0,0.0,0.0,0.10653367053189486
ENSG00000188042,0.0,0.0,0.0,0.08060921248142645,0.0,0.560004040699785,0.0,0.48091153837440703,0.0
ENSG00000170540,0.0,0.0,0.0,0.0,0.0,0.19399596367305752,0.0,0.22778436018957346,0.0
ENSG00000144746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18379739336492892,0.1380100736789106
ENSG00000134108,0.04352850539291217,0.0,0.0,0.0,0.0,0.057265388496468214,0.0,0.09389810426540285,0.0
ENSG00000196440,0.04833836858006042,0.0,0.0,0.0,0.0,0.0,0.0,0.3330054818414717,0.0
ENSG00000172379,0.0,0.0,0.0,0.0,0.0,0.19616558232192866,0.0,0.29783694255370147,0.0
ENSG00000163466,0.0,0.0,0.0,0.05943251533742331,0.0,0.0,0.1425598133872215,0.0,0.0
ENSG00000162704,0.0,0.0,0.0,0.29236551530289645,0.0,0.0,0.0,0.0,0.054536134182479254
ENSG00000172995,0.0,0.0,0.0,0.591246198299936,0.0,0.1433100482612388,0.0,0.017180094786729858,0.0
ENSG00000113369,0.0,0.0,0.0,0.0950920245398773,0.09291187739463602,0.0,0.0,0.0,0.03800786369593709
ENSG00000156219,0.0,0.0,0.0,0.0,0.0,0.20163240628778717,0.37984808725843444,0.0,0.6456540470653409
ENSG00000004848,0.0,0.0,0.0,0.0,0.0,0.1003627569528416,0.0,0.2063452630886652,0.0
ENSG00000153317,0.15598596958369604,0.0,0.0,0.0,0.03017241379310345,0.1198284561049445,0.0,0.020290284360189575,0.0
ENSG00000151693,0.0,0.1489697339433994,0.0,0.046805349182763745,0.033524904214559385,0.0,0.0,0.0,0.0
ENSG00000070669,0.0,0.0,0.0,0.578174532907954,0.0,0.0,0.0,0.1082975195602793,0.0
ENSG00000108381,0.0,0.0,0.0,0.0,0.0,0.12726723095525996,0.02668213457076566,0.0,0.667150024926605
ENSG00000198363,0.0,0.45724914421284535,0.0,0.0,0.0,0.0615539858728557,0.0,0.0,0.0
ENSG00000066279,0.0,0.0,0.0,0.0,0.6408480123111369,0.0,0.0,0.0,0.0
ENSG00000130707,0.0,0.0,0.11593454727488893,0.0,0.0,0.54129267262073,0.0,0.36823804558432294,0.0
ENSG00000152092,0.0,0.2422011862396204,0.0,0.0,0.0,0.13830368113505223,0.0,0.07162550127597521,0.0
ENSG00000141431,0.0,0.0,0.0,0.8047396760532729,0.0,0.0,0.0,0.0,0.0
