gene,Cerebellum-Astrocytes,Cerebellum-Granule_neurons,Cerebellum-Inhibitory_interneurons,Cerebellum-Microglia,Cerebellum-Oligodendrocytes,Cerebellum-Purkinje_neurons,Cerebellum-SLC24A4_PEX5L_positive_cells,Cerebellum-Unipolar_brush_cells,Cerebellum-Vascular_endothelial_cells
ENSG00000015532,0.0,0.0,0.0,0.0,0.0,0.5028548057035046,0.0,0.0,0.0019343799774017454
ENSG00000015676,0.0,0.0,0.0,0.0029668411867364753,0.0,0.24893759665373258,0.026344093789491,0.0,0.005006422113700616
ENSG00000016391,0.6634920246987573,0.0,0.0,0.0,0.061756285784198346,0.0,0.0,0.0,0.0
ENSG00000017260,0.0,0.0,0.0,0.014252945115095766,0.0,0.44020508083740134,0.0,0.0,0.0
ENSG00000017373,0.0,0.5514007239492599,0.0,0.0,0.0,0.0029198694141855347,0.17917585334521735,0.0,0.0
ENSG00000017427,0.0,0.0,0.0,0.6276041931312552,0.0,0.4469003151341882,0.007319896906090623,0.0,0.0
ENSG00000017483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9418110532628698
ENSG00000018189,0.03091045592846976,0.0,0.0,0.0,0.0,0.3204111760474698,0.16659985707851244,0.0,0.0
ENSG00000018236,0.0,0.43514350960154696,0.0,0.0,0.3018765070616029,0.19764909740395595,0.05333738217427784,0.0,0.0
ENSG00000018280,0.0,0.0003856041131105398,0.0044375,0.9012294678244651,0.0,0.005,0.03276435129585937,0.0,0.013836454018730187
ENSG00000018408,0.05309581290479671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6546822210760107
ENSG00000018510,0.0,0.0,0.0,0.0,0.0,0.3082745566664426,0.17433117303606577,0.0,0.0
ENSG00000018625,0.790776841026857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4223464346883933
ENSG00000018699,0.08278383490823615,0.0,0.0,0.005444582200325565,0.0,0.07716297591488185,0.09243545636289681,0.0,0.0
ENSG00000019144,0.0,0.0,0.0,0.0,0.20598038580635167,0.35855994998753765,0.0,0.0,0.12141547802342395
ENSG00000019505,0.0,0.0,0.00010425354462051712,0.0,0.0,0.3069594374139718,0.5661608486231334,0.0,0.0
ENSG00000019582,0.0,0.0,0.024676908104994455,0.7704704182030895,0.0,0.0,0.1803910647426192,0.0,0.11092757984525932
ENSG00000020181,0.0,0.0,0.0,0.015260795639179413,0.0028430451127819546,0.03822309786969111,0.0,0.0,0.7644628047881464
ENSG00000020256,0.0,0.0,0.0,0.0,0.0,0.16004423509097912,0.07286107263819676,0.0,0.0
ENSG00000020426,0.0,0.0,0.09564963755633071,0.0,0.014560273589741357,0.19902952557442585,0.11435398728720716,0.0,0.0
ENSG00000020577,0.32266531388517633,0.0,0.0,0.2809571691185027,0.5209679924035888,0.0,0.022716998917854378,0.0,0.0
ENSG00000021300,0.2669026103019974,0.0,0.0,0.018381670344686886,0.5244492374076691,0.0,0.0,0.008250620347394542,0.017396951961018935
ENSG00000021574,0.0,0.0,0.024084722906314172,0.0,0.0,0.3154463446291151,0.13676478944317558,0.0,0.0
ENSG00000021645,0.0,0.0,0.5758086126170071,0.0,0.029313558108906203,0.3186211722578846,0.2481171641783536,0.0,0.0
ENSG00000021762,0.0,0.0,0.0,0.0,0.0,0.304555910401873,0.26029340004565404,0.0,0.06841542138622934
ENSG00000022267,0.040132336611087116,0.0,0.0,0.0,0.0,0.1794383730938033,0.004212019059315183,0.0,0.0
ENSG00000022355,0.0,0.0,0.0,0.0,0.0,0.8632895309433383,0.0,0.0,0.0
ENSG00000023171,0.11305465856334927,0.0,0.2168560867218584,0.00853104241375719,0.0,0.0,0.0889317627227504,0.0,0.0
ENSG00000023228,0.0,0.0,0.0,0.0009795057263411696,0.0,0.2733673865544397,0.18907846521603416,0.0,0.009622893800769545
ENSG00000023287,0.0,0.0,0.00026246719160104987,0.0,0.0,0.13335393577692164,0.05067744872638799,0.0,0.006665727569349522
ENSG00000023516,0.10289899170544783,0.0,0.0,0.0,0.009039027982326952,0.11871488217398304,0.0,0.0,0.0010364546104360258
ENSG00000023697,0.23058553279601035,0.0,0.0,0.07749464820892336,0.006000152553536773,0.0,0.12247326017239177,0.0,0.04457613475952223
ENSG00000024048,0.0,0.0,0.0,0.0,0.0,0.3082873312225333,0.06330699022788303,0.0,0.0
ENSG00000024422,0.03375330264695752,0.0,0.0,0.0,0.036482597745124086,0.0,0.09107135086554731,0.0012406947890818859,0.7075629982349932
ENSG00000025796,0.0,0.0,0.0706909363756702,0.0,0.005199539524174982,0.11004652640446463,0.00467433704321661,0.0,0.0025893179357632623
ENSG00000026025,0.567426196856867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43395356710363037
ENSG00000026297,0.0,0.0,0.0,0.5969439748959929,0.0,0.03731486034861095,0.04859524256753677,0.0,0.0
ENSG00000026508,0.6024385544445426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15558147328257893
ENSG00000026652,0.0,0.0,0.01764379021231415,0.0,0.009873698758066372,0.028023012895056775,0.2848048296429408,0.0,0.0
ENSG00000027001,0.0,0.0,0.0,0.001960154241645244,0.0,0.07585883900014924,0.15548647554809633,0.0,0.0
ENSG00000027075,0.0,0.0,0.0,0.18214168249691978,0.0,0.0,0.0,0.0,0.6894611695660718
ENSG00000027697,0.0,0.0,0.0,0.5598675674888676,0.0,0.0031634918114421765,0.0029854834291974802,0.0,0.051484515563566126
ENSG00000028116,0.0,0.0013185108583247155,0.0,0.17256129193549266,0.0,0.0171588928339011,0.0,0.0,0.07679016680643833
ENSG00000028137,0.0017411950929956468,0.0,0.0,0.685453287273129,0.0,0.0,0.0,0.0,0.5204399186614048
ENSG00000028203,0.0,0.0,0.0005030621172353456,0.0,0.0,0.40216201204826835,0.1299049252530839,0.0,0.0
ENSG00000028277,0.0,0.0,0.29843441469794735,0.07041146169067179,0.0,0.0,0.4770377953000136,0.2144291424476262,0.0
ENSG00000029153,0.0,0.0,0.09380064733770653,0.0,0.0,0.16161150360229273,0.4983535498576055,0.0,0.0
ENSG00000029534,0.0,0.0,0.0,0.0,0.0,0.7185403734748756,0.4522288337209819,0.0,0.0
ENSG00000029725,0.0,0.0,0.0,0.2680994482959074,0.0,0.3181922324650211,0.19385996685189902,0.0,0.0
ENSG00000030066,0.0,0.0,0.0,0.0,0.0,0.19445879106963104,0.033786845760391065,0.0,0.0
ENSG00000030419,0.4012550683081235,0.0,0.0,0.0,0.17550281294077255,0.0,0.0,0.0,0.0
ENSG00000030582,0.024795741316204666,0.027989128654167382,0.0,0.367408145008474,0.0,0.0,0.0,0.0,0.3658907653898283
ENSG00000031003,0.0,0.0,0.0,0.0,0.0,0.2872423871940018,0.18965096586100907,0.0,0.0
ENSG00000031081,0.5770872693402379,0.0,0.0,0.07929472953652293,0.17286667311506856,0.0,0.0,0.0,0.2870171976768985
ENSG00000031691,0.210482419212412,0.0,0.0,0.004317897371714644,0.008768170648984783,0.0,0.0,0.0,0.04398117283142774
ENSG00000032389,0.0,0.0,0.0,0.0,0.0008652430044182622,0.18099484063396065,0.03752263726157962,0.0,0.0010506208213944604
ENSG00000032444,0.0,0.0,0.0,0.016332931529540653,0.0,0.16252214668600498,0.13797117967068828,0.0,0.08943022370934726
