gene,ASC1,ASC2,END,GABA1,GABA2,MG,NSC,ODC1,ODC2,OPC,exCA1,exCA3,exDG,exPFC1,exPFC2
ENSG00000141338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9486032601420749,0.9361422689422965,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154258,0.0,0.0,0.0,0.6274117479500855,0.0,0.0,0.0,0.0,0.0,0.0,0.01943332631135454,0.02578659370725034,0.0,0.5215598859542416,0.4367444738419487
ENSG00000085563,0.0,0.0,0.8593385451221974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000135776,0.0,0.0,0.0,0.23548126198676872,0.4323669670420278,0.0,0.0,0.0,0.11490753687655858,0.0,0.0,0.0,0.0,0.0,0.13058315591734504
ENSG00000005471,0.0,0.0,0.7784135132293036,0.0,0.14101449275362318,0.0,0.0,0.0,0.0,0.0,0.0,0.1742100579510429,0.0,0.0,0.010958046336881654
ENSG00000197150,0.0,0.0,0.0,0.04316749212066637,0.0,0.0,0.0,0.0,0.0,0.0,0.1780868962928791,0.24442606288518345,0.08384854764296593,0.15716489924919141,0.2657266958881236
ENSG00000150967,0.0,0.0,0.0,0.42467674207349093,0.0,0.0,0.0,0.0,0.0,0.0,0.027965030545607752,0.06682626538987688,0.1617888439427619,0.5688056103844858,0.45615816697758327
ENSG00000103222,0.0,0.0,0.0,0.08921301165626845,0.5521216726330663,0.0,0.0,0.0,0.0,0.0,0.14951835805087435,0.0675138535422041,0.0,0.0,0.07916931747025674
ENSG00000124574,0.0,0.0,0.0,0.0,0.0,0.002939672801635992,0.0,0.0,0.0,0.0,0.10626683340552541,0.0,0.013974446725986767,0.2946911289438088,0.38520252556877477
ENSG00000140798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8062136684984657,0.0,0.733071494067748,0.08766320407957294
ENSG00000125257,0.0,0.009412153236459709,0.34146971832959094,0.0,0.0,0.5042806328364271,0.0,0.0,0.0,0.0,0.11246304298385262,0.0,0.0,0.0,0.0
ENSG00000114770,0.0,0.0,0.0,0.42814713496181966,0.1430106310789414,0.0,0.0,0.0,0.0,0.0,0.1327153991994944,0.06662106703146375,0.1328998402920374,0.4985292133318023,0.40166975579211023
ENSG00000091262,0.0,0.0,0.09188517263938277,0.0,0.0,0.1801988751643959,0.5305700653254021,0.0,0.0,0.0,0.0,0.0,0.0,0.05109326193663543,0.0
ENSG00000006071,0.0,0.0,0.0,0.23343279138370837,0.46825763071228044,0.0,0.0,0.0,0.0,0.042028482111844394,0.3032630186840052,0.0,0.0,0.5425464756818339,0.5282063341251849
ENSG00000069431,0.6001307902584408,0.6908137041506094,0.03694102397926118,0.0,0.0,0.0,0.5032487020432456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000173208,0.7543750618529446,0.10545647043764206,0.0,0.029566828156169848,0.11487221725034338,0.0,0.010129525074726005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10642988937591318
ENSG00000119688,0.0,0.0,0.0,0.23857580026096142,0.030027143180275957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17870101784404607,0.09665130389675883,0.2082969943644333
ENSG00000164163,0.0,0.0,0.0,0.0,0.13652408301617117,0.0,0.0,0.0,0.0,0.0,0.04529176321887508,0.0,0.24982609124098012,0.0,0.11304468795658526
ENSG00000236149,0.0,0.0,0.04790782292298363,0.013282305267897344,0.0,0.0,0.0,0.0008692628650904034,0.0,0.0,0.0,0.0,0.0,0.20823402398030372,0.2976736380713838
ENSG00000033050,0.0,0.0,0.0,0.11126091921089515,0.0,0.0,0.0,0.0,0.0,0.0,0.019805118289520706,0.09943432977218833,0.0,0.147217905695267,0.3056826132331455
ENSG00000161204,0.0,0.0,0.0,0.5161854659813065,0.0,0.0,0.0,0.0,0.0,0.0,0.16676917765569615,0.0,0.09253140102076265,0.038970697605235756,0.19961362972239616
ENSG00000160179,0.0,0.0,0.3484545040866347,0.0,0.0,0.0,0.0,0.750241338281908,0.03336653386454183,0.0,0.0,0.0,0.0,0.0,0.0025360050093926113
ENSG00000118777,0.0,0.0,0.8593089297268941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000172350,0.0,0.0,0.0,0.836039352246386,0.06578542060426851,0.0,0.0,0.0,0.0,0.04445988190343869,0.07760973390948374,0.003437940761636107,0.017744154057771664,0.0,0.008015028177833438
ENSG00000143994,0.6100074318490295,0.6700569363233346,0.4664971821800178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000144827,0.0,0.0,0.0,0.2395607891407815,0.0,0.0,0.0,0.0,0.0,0.08023619312261202,0.1492034948853181,0.0,0.0,0.0,0.12603955332915884
ENSG00000262947,0.0,0.0,0.0,0.0,0.0,0.06671779141104295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33863110106430927,0.3432831350448758
ENSG00000100997,0.0,0.0,0.0,0.043674020711391266,0.23788969968759116,0.0,0.0,0.0,0.0,0.0,0.40204665369493026,0.0,0.13246518608064609,0.0,0.0
ENSG00000131969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18427231236875463,0.49739736818054286,0.006167527251864601,0.0,0.7628795195952209,0.39545021160053495
ENSG00000139826,0.0,0.0,0.0,0.0,0.16587961278352004,0.0,0.0,0.0,0.0,0.0,0.3160753159703361,0.0,0.0,0.12221130234581215,0.47147335052327677
ENSG00000248487,0.0,0.0,0.0,0.4727915954475478,0.5119871988069116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19438318166654497,0.1270262728931063,0.12437935712794823
ENSG00000129968,0.0,0.0,0.30218675506336484,0.0,0.0,0.0,0.0,0.0,0.1878520477901135,0.0,0.03889015237662042,0.0,0.0,0.0,0.0445883740346483
ENSG00000107362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8114118029732523,0.09565692436354178,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000136379,0.14396437409490492,0.0,0.0,0.0,0.002971014492753623,0.0,0.0,0.0,0.0,0.0,0.3806183065691575,0.0,0.4414319016819306,0.0,0.0
ENSG00000140526,0.0,0.0,0.0,0.0,0.07639674281836689,0.0,0.0,0.0,0.0,0.8177233158786531,0.09869391194438593,0.0493844049247606,0.08835272644307551,0.011524030730748615,0.2805272594447923
ENSG00000163686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2129346032740837,0.10695406346677472,0.13585908844464084,0.14238991087548772,0.0,0.0
ENSG00000127220,0.0,0.0,0.0,0.0,0.038642972112676977,0.0,0.0,0.0,0.0,0.0,0.06557290124320644,0.0,0.5236411342244082,0.08397889229613481,0.1563181381757462
ENSG00000136754,0.36587422271909675,0.2405884344025929,0.0,0.0,0.3406423885998643,0.0,0.0,0.0,0.0,0.0,0.37303758489795147,0.063406292749658,0.362994952676042,0.0,0.0057
ENSG00000138443,0.0,0.0,0.0,0.10659612787032868,0.08069441302872653,0.0,0.0,0.0,0.0,0.0,0.2023383189382768,0.19555403556771545,0.2932254041421134,0.42435575273769977,0.33741150073053644
ENSG00000108798,0.0,0.0,0.41938200827535604,0.0,0.0,0.8460353970195527,0.0,0.0,0.0759471050750536,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000154175,0.33158416505967364,0.8659342212986055,0.0,0.0,0.6437019395723368,0.0,0.3004586160789665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000097007,0.0,0.0,0.21484326992124725,0.0,0.0,0.0,0.12135336189338969,0.3341714758319484,0.0,0.0,0.0,0.0,0.0,0.0,0.12759112920058444
ENSG00000143322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4633987805678755,0.10458276333789329,0.13435053402840347,0.29959140687313335,0.17233909413483617
ENSG00000099204,0.4088731317826369,0.3658334669774653,0.1952378294824688,0.40195650818266376,0.06684008142954083,0.0,0.006910692588092345,0.0,0.0,0.0,0.0,0.0,0.15497376226329,0.17503997820170497,0.08673333333333333
ENSG00000163995,0.0,0.0,0.0,0.0,0.022285331673248955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8178286182714982,0.6613542267473639
ENSG00000173210,0.0,0.0,0.0,0.0,0.06483001091627902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4665456081745139,0.16391882245396971,0.0
ENSG00000159842,0.0,0.0,0.0,0.10018009905447997,0.29691405315211655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21464932192373873,0.31807309838085795,0.09241538300981006
ENSG00000146386,0.0,0.0,0.2254624960166317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04706435052033402,0.3921388285906397,0.5644674496917422
ENSG00000114626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1599986254680128,0.5232642784886526,0.27927161347665996,0.5872266874519059,0.3334663953245669
ENSG00000166016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7296780607700842,0.5787824971483951,0.5023997179976302,0.0,0.0,0.0,0.0,0.0
ENSG00000060971,0.0,0.0,0.0,0.08892390814948221,0.0,0.0,0.0,0.0,0.0,0.0,0.10118823954456184,0.0,0.0,0.1525262970635312,0.44409801711542474
ENSG00000167315,0.22963231996055733,0.1263458363347263,0.5009532569043184,0.0,0.0,0.016955266955266956,0.188126853017268,0.0,0.0,0.001693002257336343,0.0,0.0,0.0,0.0,0.0
ENSG00000132142,0.0,0.0,0.0,0.04682575416479064,0.16036479385279087,0.0,0.0,0.0,0.0,0.0,0.27360149035870496,0.0,0.0,0.33182394411319405,0.3956056564391568
ENSG00000076555,0.8865280618028122,0.7721978712702187,0.0,0.0,0.0,0.0,0.16565152157762567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111271,0.002030319436924743,0.0,0.0,0.0,0.01538113548970821,0.04511758691206544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06989312871892682,0.0
ENSG00000151498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07059072153059909,0.0,0.09574305628128686,0.15923412148584412,0.35111296180338136
ENSG00000177646,0.01245262587980509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003638844666818285,0.0,0.09512408985448029,0.037111408597352374,0.025046963055729492
ENSG00000115361,0.0,0.0,0.0,0.9186436093225172,0.5052859859711498,0.0,0.2610883649955768,0.0,0.0,0.1416881371055444,0.0,0.0,0.0,0.0,0.0
ENSG00000117054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17083752688344142,0.339089940582744,0.3878052181173033
ENSG00000122971,0.724292651090295,0.0,0.014176928062216461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000196177,0.0,0.0,0.0,0.2386787868693983,0.033533137299253564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2667078294716595,0.33637908578584846
ENSG00000072778,0.3354874069226952,0.1554814555240272,0.0,0.0,0.0,0.0,0.10123025516403403,0.0,0.0,0.0,0.22157193327373037,0.08864569083447332,0.1889374540435552,0.21927908432278603,0.24005357962847004
ENSG00000072818,0.0,0.0,0.012880751782242385,0.14563547853855957,0.0,0.0,0.4537559202274597,0.0,0.0,0.0,0.0,0.1795644816787869,0.0,0.0,0.0
ENSG00000114331,0.0,0.0,0.0,0.0007879333633498424,0.0,0.0,0.0,0.0,0.0,0.0,0.20637041917093155,0.029138166894664842,0.3523979103959559,0.22021179829795032,0.3255026716760593
ENSG00000131584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3502571007225324,0.6169348997164306,0.5361350584612053,0.28202525491825625,0.2570073679816322
ENSG00000075239,0.0,0.0,0.0662522741055185,0.2958057681225957,0.1091382040262384,0.0,0.11535116984987812,0.0,0.0,0.0,0.0,0.0,0.0,0.2924169630300927,0.3709957002713421
ENSG00000120437,0.0,0.0,0.0,0.09275645028818287,0.1504966743047838,0.0,0.0,0.0,0.22030142534559727,0.0,0.0,0.0,0.0,0.01587832812732411,0.3524472761427677
ENSG00000182827,0.0,0.0,0.03637758228145104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002558562656356607,0.0,0.0,0.09319603601842438,0.1258227509914423
ENSG00000181513,0.0,0.0,0.0,0.19345525155678028,0.19503248658412256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1541758122956958,0.24681373408474222
ENSG00000107897,0.0,0.0,0.0,0.24289459765709556,0.26911278188094373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13594003725514223,0.37303514923815484
ENSG00000176244,0.888996370211176,0.7058275853402823,0.07080942632212536,0.0,0.0,0.0,0.1292447891550342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000102977,0.0,0.0,0.0,0.4341706189737994,0.2865690348833266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02081907369381702,0.27437435287380574,0.3093186182425381
ENSG00000078124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6932394382209544,0.4970422430223752,0.1541605944596302,0.0,0.0,0.0,0.0,0.11426370277603841
ENSG00000087085,0.0,0.0,0.0,0.16368722981452852,0.892415376204819,0.0,0.0,0.0,0.0,0.25942578544120193,0.0,0.0,0.0,0.030901383311021866,0.0
ENSG00000100813,0.0,0.0,0.0,0.1355808194506979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057494866529774126,0.1358567961188915,0.17910118973074513
ENSG00000144476,0.7973341530639853,0.7949214822591899,0.03532080362929359,0.0,0.0,0.0,0.4951570046835771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131473,0.0,0.0,0.0244746614830096,0.007147681224673571,0.3216116427196942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17851379670214987
ENSG00000122729,0.0,0.0,0.0,0.539002700180416,0.3662305442180956,0.0,0.0,0.0,0.0,0.0,0.10693264778889833,0.0,0.049851699749030344,0.11047430213445714,0.07191262784387392
ENSG00000100412,0.0,0.012137359384251036,0.0,0.14778449998453838,0.0,0.0,0.21003384511953538,0.0,0.0,0.0,0.3188366002462851,0.10389876880984952,0.2267618951676808,0.052260139360371625,0.0
ENSG00000184227,0.0,0.7766781270678975,0.0,0.0,0.0,0.0,0.4213445498082868,0.0,0.0,0.0,0.0,0.0,0.22074613345858354,0.0,0.0
ENSG00000162390,0.8493583471001155,0.7789002049651971,0.0,0.0,0.0,0.0,0.28925803846810383,0.0,0.0,0.0,0.0,0.0,0.0,0.11922581637370756,0.22886007096639532
ENSG00000112304,0.0,0.019686204854943753,0.0,0.0,0.0,0.20153480843722157,0.0,0.0,0.0,0.0,0.3727982874548348,0.0,0.000513347022587269,0.0,0.0
ENSG00000097021,0.0,0.0,0.0,0.10675071203667574,0.25594124222665865,0.0,0.0,0.0,0.0,0.0,0.5090163749909877,0.0,0.05861958529908447,0.28534684701677016,0.3322743477353371
ENSG00000123130,0.0,0.022590417930148862,0.0,0.40554556770619465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.160784795758315,0.355575120016698
ENSG00000161533,0.0,0.0,0.0695701886529946,0.18690630730344265,0.0528161049536304,0.0,0.02323815309842041,0.0,0.0,0.0,0.0,0.0,0.08552408470767228,0.0,0.36032807347109164
ENSG00000168306,0.9331232555059598,0.6837672634280769,0.0,0.0,0.0,0.0,0.06660296352667151,0.0,0.0,0.0,0.0,0.0,0.0,0.08757062146892655,0.0
ENSG00000143727,0.0,0.0,0.0,0.0,0.0,0.0,0.007366342648845687,0.0,0.0,0.0,0.19716961873242278,0.0,0.046207414479037895,0.05323746032642006,0.15706190774368609
ENSG00000162836,0.5708970545196962,0.0,0.0,0.22092887408964074,0.0,0.0,0.0,0.0,0.0,0.0,0.006311121219012963,0.0400073850184939,0.0,0.0,0.0
ENSG00000155893,0.0,0.019855026788528206,0.0,0.19243378837479497,0.47645790751678746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13151533325110995,0.09333630819574594,0.12006988102692548
ENSG00000147174,0.0,0.0,0.0,0.029731228208572567,0.0,0.0,0.0,0.0,0.0,0.0,0.05812461711091582,0.0,0.0,0.4416936640348325,0.5440642320034641
ENSG00000103740,0.9548676663681097,0.657015013786394,0.0,0.0,0.0,0.0,0.0,0.0,0.22312286739964293,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000130377,0.8900421823902718,0.4289302517634474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06439024390243903,0.0,0.0
ENSG00000167107,0.46778003588259426,0.6117247084966453,0.12926046885907844,0.0,0.0,0.0,0.11813014088076404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000151726,0.0,0.0,0.0,0.0,0.0,0.3053931727204048,0.0,0.5743020364752237,0.7188648746520916,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000123983,0.0,0.0,0.0,0.30572173772234745,0.37155753665804514,0.0,0.0,0.0,0.0,0.1272672456972278,0.0,0.0,0.0,0.3026818860351311,0.26667537048632856
ENSG00000068366,0.0,0.0,0.0,0.0,0.2986641490383512,0.0,0.0,0.017211404728789986,0.3104175347228372,0.0,0.009216347166631557,0.0,0.13471851510823518,0.0,0.16119346691713632
ENSG00000197142,0.0,0.0,0.9092529158960321,0.0,0.0,0.2137853583227698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000164398,0.6342514185246919,0.26419718289885596,0.0,0.5110608955915157,0.1808979868807962,0.0,0.0,0.0,0.0,0.0,0.20020735119253943,0.0,0.20563431113270259,0.0350187600500268,0.1394
ENSG00000183549,0.0,0.3147195106126667,0.0,0.0,0.0,0.7642219269366847,0.0,0.0,0.0,0.25689622307214743,0.0,0.0,0.0,0.0,0.0
ENSG00000154930,0.9371108782236546,0.7789498730416353,0.0,0.0,0.0,0.0,0.11129781122518365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000131069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6137218889820822,0.6563144350884298,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000111058,0.79876887197482,0.7864535353356522,0.0,0.0,0.0,0.0,0.2931696253547464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01844082654978084
ENSG00000107796,0.00016722408026755852,0.0,0.6350702119728706,0.0,0.0,0.23691395548740535,0.09091663899036864,0.0,0.0,0.02200902934537246,0.0,0.0,0.0,0.0,0.0
ENSG00000075624,0.0,0.0,0.30697196832110585,0.0,0.0,0.08991910392034848,0.2761293846418943,0.06388088376560999,0.0,0.20718441198383095,0.38502212402417935,0.2704343365253078,0.0,0.0,0.0
ENSG00000184009,0.0,0.11397276494967436,0.3213076390773558,0.0,0.28136569862546673,0.0,0.37937640801465256,0.0,0.0,0.1637228260869565,0.3006835673575051,0.05471956224350205,0.0,0.0,0.0
ENSG00000163017,0.08923580487322115,0.0,0.595105594502682,0.0,0.0,0.0,0.0,0.0,0.0,0.6366310242171453,0.3769301883313678,0.0,0.0,0.0,0.0
ENSG00000182584,0.0,0.0,0.8978638443178218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1963276836158192,0.0
ENSG00000077080,0.0,0.0,0.0,0.5489785674618729,0.5505921279961492,0.0,0.0,0.0,0.0,0.0,0.0,0.30459481946326894,0.5956352245616923,0.4272321916501575,0.3816752869964517
ENSG00000072110,0.0,0.0,0.2184282920794368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15783652833368444,0.2975308070241657,0.5588600947948454,0.6301330774848394,0.47560868764982867
ENSG00000077522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.911002717844546,0.0,0.0,0.0,0.21505005113855866,0.22129349457332104,0.21565915257774995
ENSG00000130402,0.0,0.0,0.4464016290414724,0.0,0.0,0.0,0.23290444655542072,0.17521757541134061,0.0,0.0,0.0,0.0,0.0,0.3882355167266117,0.4412500313087038
ENSG00000131966,0.0,0.0,0.0,0.0,0.26831243505141794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05715263518138262,0.3203498686943992,0.31263080776455854
ENSG00000138107,0.0,0.0,0.1454869742654878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18356037465267194,0.05157318741450068,0.0,0.0,0.07615894385305783
ENSG00000115073,0.0,0.0,0.0,0.046037820801440796,0.0,0.0,0.0,0.0,0.0,0.0,0.2321016196432838,0.0,0.16689074111210594,0.26696434956669035,0.25339651429764143
ENSG00000138071,0.0,0.0,0.0,0.12832057631697433,0.0,0.0,0.0,0.0,0.0,0.0,0.15221238564950276,0.026880984952120383,0.0,0.5488082245472318,0.46264596117720724
ENSG00000115091,0.0,0.0,0.02493935718617344,0.0,0.08754132942576438,0.07267142219049327,0.0,0.0,0.0,0.0,0.3009997121100484,0.008549931600547196,0.2908341626284623,0.0,0.0
ENSG00000133627,0.0,0.0,0.0,0.0,0.11244741008821534,0.0,0.0,0.0,0.0,0.0,0.43161251111798393,0.30127570746558946,0.6352219781461748,0.03890753426559686,0.07683327071592569
ENSG00000075089,0.0,0.0,0.0,0.0,0.2905500329165165,0.0,0.0,0.0,0.0,0.0,0.35265432466981467,0.0,0.3003032490566349,0.08667624660594217,0.0
ENSG00000115170,0.0,0.0,0.4940950052982819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34988853067800646,0.0,0.7112126388085448,0.0,0.0
ENSG00000135503,0.0,0.0,0.0,0.12965940222665356,0.36887421437617873,0.0,0.0,0.0,0.0,0.0,0.238668686958796,0.0,0.0,0.5376338570541953,0.4069240659570027
ENSG00000123612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5944775023215558,0.0,0.9601439341362472,0.0,0.0
ENSG00000121989,0.0,0.0,0.0,0.0,0.027143180275955667,0.0,0.0,0.0,0.0,0.0,0.2673875421791837,0.0,0.23356268011866532,0.34559257512333463,0.3914094761010227
ENSG00000114739,0.0,0.0,0.0,0.2194855859808104,0.2025996970978433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15935499354201857,0.24676601962012107
ENSG00000139567,0.0,0.0,0.9643362258038376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000132744,0.0,0.0,0.0,0.0,0.0,0.9739415466580649,0.0,0.0,0.22140814867762687,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000119640,0.0,0.0,0.0,0.13830402211384402,0.024372313956118524,0.0,0.05135768383484937,0.0,0.19032173761236926,0.0,0.0,0.0,0.0,0.1546706814818748,0.12498889584637864
